Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,y
179812676,62,361,474,8672,12,6,7.64516129032258,2.69849244004292,32,16,24.0221606648199,8.01107266965914,50.86404475733401,2.35244816666874,426096.3886255921,267116.568476154,972896,1,177760028,2914098.81967213,1436567.63281923,5693022,1,179809238,499470.105555556,258533.851609546,972896,27051,0,1,0,0,1240,7220,0.34480327738407,2.00764488928467,6,32,21.6462264150943,9.45899873777303,89.4726571211919,0,0,0,1,1,0,0,0,5,21.6973995271868,7.64516129032258,24.0221606648199,0,0,0,0,0,0,62,474,361,8672,-1,254,62,0,0.0,0.0,0,0,0.0,0.0,0,0,10
31001806,2,9,22,103,16,6,11.0,7.07106781186548,16,6,11.444444444444402,5.17472489875334,4.03202316665036,0.354818038665231,3100180.6,4250933.45321318,10015739,462,10006787,10006787.0,0.0,10006787,10006787,31001806,3875225.75,4450305.22282216,10016788,462,0,1,0,0,64,288,0.064512370666406,0.290305667998826,6,16,10.916666666666698,5.14266173269929,26.4469696969697,0,0,0,1,1,0,0,0,4,11.9090909090909,11.0,11.444444444444402,0,0,0,0,0,0,2,22,9,103,-1,260,2,0,1491061.33333333,2580791.78768345,4471103,1032,8735258.66666667,2209201.53465462,10015739,6184299,3
24645229,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.12433696599046,0.324606438024982,3520747.0,4614146.17164379,10045439,631,10029441,10029441.0,0.0,10029441,10029441,24645229,4929045.8,4830827.08680819,10060406,113093,0,1,0,0,64,192,0.081151609506246,0.2434548285187369,6,16,9.22222222222222,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,64030.0,69385.5600107112,113093,14967,10029956.5,21895.5614794414,10045439,10014474,4
25816756,2,7,22,72,16,6,11.0,7.07106781186548,16,6,10.2857142857143,5.34522483824849,3.64104614847814,0.348610801450035,3227094.5,4495755.77121692,10017639,453,10020085,10020085.0,0.0,10020085,10020085,25816756,4302792.66666667,4769888.87879312,10018092,527,0,1,0,0,64,224,0.077469066988897,0.271141734461138,6,16,10.0,5.16397779494322,26.6666666666667,0,0,0,1,1,0,0,0,3,11.1111111111111,11.0,10.2857142857143,0,0,0,0,0,0,2,22,7,72,-1,260,2,0,1780.5,941.1591257592952,2446,1115,10014163.0,4915.806342808879,10017639,10010687,7
28451536,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,2.70635652148974,0.281179898336596,4064505.14285714,4853828.88084872,10015297,826,10016703,10016703.0,0.0,10016703,10016703,28451536,5690307.2,4877142.03021885,10016123,3787,0,1,0,0,64,192,0.070294974584149,0.210884923752447,6,16,9.22222222222222,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,324197.666666667,557030.8326244911,967400,1406,9159647.66666667,1477772.78212496,10015297,7453265,4
30990181,1,6,16,55,16,16,16.0,0.0,16,6,9.16666666666667,4.91596040125088,2.2910482517026898,0.225877996646744,5165030.16666667,4543722.36057889,10006098,457,0,0.0,0.0,0,0,30990181,6198036.2,4220071.50136212,10007197,457,0,1,0,0,32,192,0.032268285235249,0.193609711411495,6,16,9.625,5.012484413940861,25.125,0,0,0,1,1,0,0,0,6,11.0,16.0,9.16666666666667,0,0,0,0,0,0,1,16,6,55,-1,260,1,0,1432441.33333333,2479713.65344354,4295768,457,8897619.0,1915174.72461731,10006098,6686168,3
179999982,67,364,468,8656,12,6,6.98507462686567,2.23940290549386,32,16,23.7802197802198,8.00798801996307,50.6888939577783,2.39444468388891,418604.609302326,275358.376086855,993113,2,178065450,2697961.36363636,1604047.35022804,4496410,2,179999982,495867.719008265,281671.431010771,993113,3673,0,1,0,0,1340,7280,0.372222259444448,2.02222242444446,6,32,21.1574074074074,9.5850444575697,91.87307725358772,0,0,0,1,1,0,0,0,5,21.2064965197216,6.98507462686567,23.7802197802198,0,0,0,0,0,0,67,468,364,8656,-1,253,67,0,0.0,0.0,0,0,0.0,0.0,0,0,10
21011527,2,5,22,39,16,6,11.0,7.07106781186548,15,6,7.8,4.02492235949962,2.90316834183446,0.333150465456413,3501921.16666667,5061721.74661529,10022653,648,10037599,10037599.0,0.0,10037599,10037599,21011527,5252881.75,5526516.93969221,10030986,2785,0,1,0,0,64,160,0.095185847273261,0.2379646181831519,6,16,8.375,4.405759217855,19.4107142857143,0,0,0,1,1,0,0,0,2,9.571428571428571,11.0,7.8,0,0,0,0,0,0,2,22,5,39,-1,260,2,0,8865.5,8599.1255660096,14946,2785,10019346.5,4676.09714398664,10022653,10016040,5
26994824,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,2.8523986672407995,0.2963531082847589,3856403.42857143,4735854.16068295,10018996,469,10013303,10013303.0,0.0,10013303,10013303,26994824,5398964.8,4823525.24800059,10025358,2306,0,1,0,0,64,192,0.07408827707119,0.2222648312135689,6,16,9.22222222222223,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,4334.0,2868.02510449264,6362,2306,8715124.33333333,2247940.11788756,10018996,6119436,5
30991245,1,7,16,72,16,16,16.0,0.0,16,6,10.2857142857143,5.34522483824849,2.83951161045644,0.258137419132403,4427320.71428572,5049680.89221331,10011545,700,0,0.0,0.0,0,0,30991245,5165207.5,5102317.49941537,10013572,700,0,1,0,0,32,224,0.032267177391551,0.225870241740853,6,16,10.4444444444444,5.2704627669473,27.7777777777778,0,0,0,1,1,0,0,0,7,11.75,16.0,10.2857142857143,0,0,0,0,0,0,1,16,7,72,-1,260,1,0,817849.5,1154561.83100105,1634248,1451,9785182.0,382502.177880074,10011545,9343553,6
20993393,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.6678206329010297,0.381072273548159,2999056.14285714,4795728.1981709,10013586,426,10373102,10373102.0,0.0,10373102,10373102,20993393,4198678.6,5312665.817251098,10014023,426,0,1,0,0,64,192,0.09526806838704,0.2858042051611189,6,16,9.22222222222223,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,179971.0,253914.974056277,359516,426,10011382.5,3116.21958468911,10013586,10009179,3
20990022,2,5,22,39,16,6,11.0,7.07106781186548,15,6,7.8,4.02492235949962,2.906142737725569,0.333491789575066,3498337.0,5058613.11754801,10012814,451,10014088,10014088.0,0.0,10014088,10014088,20990022,5247505.5,5515652.99045341,10013265,492,0,1,0,0,64,160,0.095283368450019,0.2382084211250469,6,16,8.375,4.405759217855,19.4107142857143,0,0,0,1,1,0,0,0,2,9.571428571428571,11.0,7.8,0,0,0,0,0,0,2,22,5,39,-1,260,2,0,883.0,552.95750288788,1274,492,10011137.5,2370.92903731849,10012814,10009461,2
179999378,76,362,480,8656,12,6,6.31578947368421,1.34868356867764,32,16,23.9116022099447,8.01058359318312,50.7557309448036,2.43334174188091,411897.89016018296,275741.397307868,978450,21,177679702,2369062.69333333,1246658.91774537,5235447,102,179999378,498613.23545706295,277031.776075983,978450,940,0,1,0,0,1520,7240,0.42222368123961,2.0111180606413,6,32,20.8473804100228,9.88204109851634,97.6547362727661,0,0,0,1,1,0,0,0,4,20.8949771689498,6.31578947368421,23.9116022099447,0,0,0,0,0,0,76,480,362,8656,-1,254,76,0,0.0,0.0,0,0,0.0,0.0,0,0,10
26285297,2,7,22,72,16,6,11.0,7.07106781186548,16,6,10.2857142857143,5.34522483824849,3.57614372780342,0.342396739896072,3285662.125,4520746.88917416,10012271,587,10017051,10017051.0,0.0,10017051,10017051,26285297,4380882.83333333,4782691.76506324,10013556,587,0,1,0,0,64,224,0.076088164421349,0.266308575474723,6,16,10.0,5.16397779494322,26.6666666666667,0,0,0,1,1,0,0,0,3,11.1111111111111,11.0,10.2857142857143,0,0,0,0,0,0,2,22,7,72,-1,260,2,0,321811.0,552749.019972899,960066,587,8439954.66666667,2720836.2712788,10012271,5298204,7
28976356,2,10,22,124,16,6,11.0,7.07106781186548,20,6,12.4,5.641118880348308,5.03859077380192,0.414130748531665,2634214.18181818,3978648.80244622,10039491,446,10014707,10014707.0,0.0,10014707,10014707,28976356,3219595.11111111,4203706.70216651,10040587,446,0,1,0,0,64,320,0.0690217914219439,0.345108957109721,6,20,11.6923076923077,5.58844962675421,31.2307692307692,0,0,0,1,1,0,0,0,5,12.666666666666698,11.0,12.4,0,0,0,0,0,0,2,22,10,124,-1,260,2,0,4059659.0,5739044.09909682,8117776,1542,10026328.0,18615.293121517,10039491,10013165,1
